0_jackson_0|zero
0_jackson_1|zero
0_jackson_2|zero
0_jackson_3|zero
0_jackson_4|zero
0_jackson_5|zero
0_jackson_6|zero
0_jackson_7|zero
0_jackson_8|zero
0_jackson_9|zero
0_jackson_10|zero
0_jackson_11|zero
0_jackson_12|zero
0_jackson_13|zero
0_jackson_14|zero
0_jackson_15|zero
0_jackson_16|zero
0_jackson_17|zero
0_jackson_18|zero
0_jackson_19|zero
0_jackson_20|zero
0_jackson_21|zero
0_jackson_22|zero
0_jackson_23|zero
0_jackson_24|zero
0_jackson_25|zero
0_jackson_26|zero
0_jackson_27|zero
0_jackson_28|zero
0_jackson_29|zero
0_jackson_30|zero
0_jackson_31|zero
0_jackson_32|zero
0_jackson_33|zero
0_jackson_34|zero
0_jackson_35|zero
0_jackson_36|zero
0_jackson_37|zero
0_jackson_38|zero
0_jackson_39|zero
0_jackson_40|zero
0_jackson_41|zero
0_jackson_42|zero
0_jackson_43|zero
0_jackson_44|zero
0_jackson_45|zero
0_jackson_46|zero
0_jackson_47|zero
0_jackson_48|zero
0_jackson_49|zero
1_jackson_0|one
1_jackson_1|one
1_jackson_2|one
1_jackson_3|one
1_jackson_4|one
1_jackson_5|one
1_jackson_6|one
1_jackson_7|one
1_jackson_8|one
1_jackson_9|one
1_jackson_10|one
1_jackson_11|one
1_jackson_12|one
1_jackson_13|one
1_jackson_14|one
1_jackson_15|one
1_jackson_16|one
1_jackson_17|one
1_jackson_18|one
1_jackson_19|one
1_jackson_20|one
1_jackson_21|one
1_jackson_22|one
1_jackson_23|one
1_jackson_24|one
1_jackson_25|one
1_jackson_26|one
1_jackson_27|one
1_jackson_28|one
1_jackson_29|one
1_jackson_30|one
1_jackson_31|one
1_jackson_32|one
1_jackson_33|one
1_jackson_34|one
1_jackson_35|one
1_jackson_36|one
1_jackson_37|one
1_jackson_38|one
1_jackson_39|one
1_jackson_40|one
1_jackson_41|one
1_jackson_42|one
1_jackson_43|one
1_jackson_44|one
1_jackson_45|one
1_jackson_46|one
1_jackson_47|one
1_jackson_48|one
1_jackson_49|one
2_jackson_0|two
2_jackson_1|two
2_jackson_2|two
2_jackson_3|two
2_jackson_4|two
2_jackson_5|two
2_jackson_6|two
2_jackson_7|two
2_jackson_8|two
2_jackson_9|two
2_jackson_10|two
2_jackson_11|two
2_jackson_12|two
2_jackson_13|two
2_jackson_14|two
2_jackson_15|two
2_jackson_16|two
2_jackson_17|two
2_jackson_18|two
2_jackson_19|two
2_jackson_20|two
2_jackson_21|two
2_jackson_22|two
2_jackson_23|two
2_jackson_24|two
2_jackson_25|two
2_jackson_26|two
2_jackson_27|two
2_jackson_28|two
2_jackson_29|two
2_jackson_30|two
2_jackson_31|two
2_jackson_32|two
2_jackson_33|two
2_jackson_34|two
2_jackson_35|two
2_jackson_36|two
2_jackson_37|two
2_jackson_38|two
2_jackson_39|two
2_jackson_40|two
2_jackson_41|two
2_jackson_42|two
2_jackson_43|two
2_jackson_44|two
2_jackson_45|two
2_jackson_46|two
2_jackson_47|two
2_jackson_48|two
2_jackson_49|two
3_jackson_0|three
3_jackson_1|three
3_jackson_2|three
3_jackson_3|three
3_jackson_4|three
3_jackson_5|three
3_jackson_6|three
3_jackson_7|three
3_jackson_8|three
3_jackson_9|three
3_jackson_10|three
3_jackson_11|three
3_jackson_12|three
3_jackson_13|three
3_jackson_14|three
3_jackson_15|three
3_jackson_16|three
3_jackson_17|three
3_jackson_18|three
3_jackson_19|three
3_jackson_20|three
3_jackson_21|three
3_jackson_22|three
3_jackson_23|three
3_jackson_24|three
3_jackson_25|three
3_jackson_26|three
3_jackson_27|three
3_jackson_28|three
3_jackson_29|three
3_jackson_30|three
3_jackson_31|three
3_jackson_32|three
3_jackson_33|three
3_jackson_34|three
3_jackson_35|three
3_jackson_36|three
3_jackson_37|three
3_jackson_38|three
3_jackson_39|three
3_jackson_40|three
3_jackson_41|three
3_jackson_42|three
3_jackson_43|three
3_jackson_44|three
3_jackson_45|three
3_jackson_46|three
3_jackson_47|three
3_jackson_48|three
3_jackson_49|three
4_jackson_0|four
4_jackson_1|four
4_jackson_2|four
4_jackson_3|four
4_jackson_4|four
4_jackson_5|four
4_jackson_6|four
4_jackson_7|four
4_jackson_8|four
4_jackson_9|four
4_jackson_10|four
4_jackson_11|four
4_jackson_12|four
4_jackson_13|four
4_jackson_14|four
4_jackson_15|four
4_jackson_16|four
4_jackson_17|four
4_jackson_18|four
4_jackson_19|four
4_jackson_20|four
4_jackson_21|four
4_jackson_22|four
4_jackson_23|four
4_jackson_24|four
4_jackson_25|four
4_jackson_26|four
4_jackson_27|four
4_jackson_28|four
4_jackson_29|four
4_jackson_30|four
4_jackson_31|four
4_jackson_32|four
4_jackson_33|four
4_jackson_34|four
4_jackson_35|four
4_jackson_36|four
4_jackson_37|four
4_jackson_38|four
4_jackson_39|four
4_jackson_40|four
4_jackson_41|four
4_jackson_42|four
4_jackson_43|four
4_jackson_44|four
4_jackson_45|four
4_jackson_46|four
4_jackson_47|four
4_jackson_48|four
4_jackson_49|four
5_jackson_0|five
5_jackson_1|five
5_jackson_2|five
5_jackson_3|five
5_jackson_4|five
5_jackson_5|five
5_jackson_6|five
5_jackson_7|five
5_jackson_8|five
5_jackson_9|five
5_jackson_10|five
5_jackson_11|five
5_jackson_12|five
6_jackson_0|six
6_jackson_1|six
6_jackson_2|six
6_jackson_3|six
6_jackson_4|six
6_jackson_5|six
6_jackson_6|six
6_jackson_7|six
6_jackson_8|six
6_jackson_9|six
6_jackson_10|six
6_jackson_11|six
6_jackson_12|six
7_jackson_0|seven
7_jackson_1|seven
7_jackson_2|seven
7_jackson_3|seven
7_jackson_4|seven
7_jackson_5|seven
7_jackson_6|seven
7_jackson_7|seven
7_jackson_8|seven
7_jackson_9|seven
7_jackson_10|seven
7_jackson_11|seven
7_jackson_12|seven
8_jackson_0|eight
8_jackson_1|eight
8_jackson_2|eight
8_jackson_3|eight
8_jackson_4|eight
8_jackson_5|eight
8_jackson_6|eight
8_jackson_7|eight
8_jackson_8|eight
8_jackson_9|eight
8_jackson_10|eight
8_jackson_11|eight
8_jackson_12|eight
9_jackson_0|nine
9_jackson_1|nine
9_jackson_2|nine
9_jackson_3|nine
9_jackson_4|nine
9_jackson_5|nine
9_jackson_6|nine
9_jackson_7|nine
9_jackson_8|nine
9_jackson_9|nine
9_jackson_10|nine
9_jackson_11|nine
9_jackson_12|nine